Sample	ANC IV
Comments	
Filename	C:\Users\SR\Desktop\KV257~1.18\ANCIV_~1.ASC
Goniometer	MiniFlex 300/600 +
Attachment	Standard Sample Holder
Monochromater	None
46.12	801.667
46.14	785
46.16	720
46.18	718.333
46.2	748.333
46.22	738.333
46.24	743.333
46.26	761.667
46.28	776.667
46.3	770
46.32	721.667
46.34	733.333
46.36	806.667
46.38	810
46.4	838.333
46.42	828.333
46.44	833.333
46.46	850
46.48	825
46.5	851.667
46.52	865
46.54	888.333
46.56	900
46.58	900
46.6	891.667
46.62	953.333
46.64	956.667
46.66	921.667
46.68	968.333
46.7	1001.67
46.72	1068.33
46.74	1096.67
46.76	1093.33
46.78	1091.67
46.8	1145
46.82	1138.33
46.84	1140
46.86	1131.67
46.88	1048.33
46.9	1070
46.92	1083.33
46.94	1053.33
46.96	1026.67
46.98	1091.67
47	1046.67
47.02	976.667
47.04	963.333
47.06	950
47.08	925
47.1	923.333
47.12	903.333
47.14	850
47.16	846.667
47.18	853.333
47.2	855
47.22	896.667
47.24	898.333
47.26	885
47.28	898.333
47.3	851.667
47.32	840
47.34	843.333
47.36	810
47.38	860
47.4	865
47.42	828.333
47.44	783.333
47.46	840
47.48	826.667
47.5	840
47.52	818.333
47.54	810
47.56	750
47.58	790
47.6	820
47.62	775
47.64	778.333
47.66	793.333
47.68	755
47.7	745
47.72	750
47.74	753.333
47.76	776.667
47.78	766.667
47.8	730
47.82	703.333
47.84	738.333
47.86	771.667
47.88	740
47.9	708.333
47.92	708.333
47.94	715
47.96	736.667
47.98	753.333
48	731.667
48.02	760
48.04	758.333
48.06	786.667
48.08	775
48.1	771.667
48.12	736.667
48.14	716.667
48.16	760
48.18	771.667
48.2	768.333
48.22	723.333
48.24	740
48.26	721.667
48.28	708.333
48.3	748.333
48.32	720
48.34	716.667
48.36	725
48.38	740
48.4	725
48.42	740
48.44	741.667
48.46	706.667
48.48	696.667
48.5	710
48.52	685
48.54	703.333
48.56	696.667
48.58	678.333
48.6	691.667
48.62	726.667
48.64	741.667
48.66	748.333
48.68	746.667
48.7	695
48.72	715
48.74	721.667
48.76	758.333
48.78	765
48.8	770
48.82	776.667
48.84	758.333
48.86	736.667
48.88	751.667
48.9	801.667
48.92	786.667
48.94	775
48.96	760
48.98	775
49	756.667
49.02	765
49.04	740
49.06	716.667
49.08	728.333
49.1	708.333
49.12	710
49.14	695
49.16	705
49.18	706.667
49.2	696.667
49.22	723.333
49.24	698.333
49.26	678.333
49.28	676.667
49.3	735
49.32	770
49.34	738.333
49.36	761.667
49.38	761.667
49.4	718.333
49.42	700
49.44	708.333
49.46	720
49.48	683.333
49.5	678.333
49.52	728.333
49.54	740
49.56	751.667
49.58	748.333
49.6	726.667
49.62	696.667
49.64	686.667
49.66	765
49.68	778.333
49.7	765
49.72	745
49.74	711.667
49.76	738.333
49.78	733.333
49.8	733.333
49.82	748.333
49.84	743.333
49.86	755
49.88	788.333
49.9	791.667
49.92	745
49.94	713.333
49.96	735
49.98	735
50	743.333
50.02	770
50.04	753.333
50.06	725
50.08	736.667
50.1	751.667
50.12	765
50.14	711.667
50.16	715
50.18	753.333
50.2	686.667
50.22	711.667
50.24	741.667
50.26	723.333
50.28	750
50.3	756.667
50.32	761.667
50.34	743.333
50.36	751.667
50.38	766.667
50.4	741.667
50.42	750
50.44	766.667
50.46	755
50.48	765
50.5	760
50.52	723.333
50.54	745
50.56	765
50.58	786.667
50.6	813.333
50.62	760
50.64	725
50.66	751.667
50.68	778.333
50.7	793.333
50.72	771.667
50.74	745
50.76	763.333
50.78	786.667
50.8	756.667
50.82	711.667
50.84	751.667
50.86	776.667
50.88	753.333
50.9	735
50.92	723.333
50.94	758.333
50.96	785
50.98	771.667
51	775
51.02	796.667
51.04	761.667
51.06	743.333
51.08	721.667
51.1	741.667
51.12	760
51.14	730
51.16	731.667
51.18	726.667
51.2	730
51.22	781.667
51.24	776.667
51.26	736.667
51.28	715
51.3	706.667
51.32	751.667
51.34	788.333
51.36	786.667
51.38	748.333
51.4	708.333
51.42	688.333
51.44	643.333
51.46	633.333
51.48	713.333
51.5	758.333
51.52	735
51.54	700
51.56	703.333
51.58	750
51.6	730
51.62	701.667
51.64	693.333
51.66	720
51.68	683.333
51.7	691.667
51.72	693.333
51.74	645
51.76	673.333
51.78	663.333
51.8	693.333
51.82	715
51.84	723.333
51.86	728.333
51.88	716.667
51.9	718.333
51.92	720
51.94	723.333
51.96	731.667
51.98	725
52	688.333
52.02	701.667
52.04	710
52.06	710
52.08	691.667
52.1	700
52.12	720
52.14	721.667
52.16	705
52.18	683.333
52.2	713.333
52.22	748.333
52.24	695
52.26	660
52.28	698.333
52.3	708.333
52.32	690
52.34	725
52.36	761.667
52.38	706.667
52.4	690
52.42	708.333
52.44	725
52.46	723.333
52.48	701.667
52.5	733.333
52.52	735
52.54	716.667
52.56	686.667
52.58	715
52.6	731.667
52.62	693.333
52.64	731.667
52.66	725
52.68	726.667
52.7	728.333
52.72	696.667
52.74	710
52.76	731.667
52.78	720
52.8	690
52.82	681.667
52.84	705
52.86	748.333
52.88	726.667
52.9	693.333
52.92	733.333
52.94	786.667
52.96	710
52.98	735
53	721.667
53.02	775
53.04	778.333
53.06	735
53.08	740
53.1	766.667
53.12	731.667
53.14	713.333
53.16	736.667
53.18	776.667
53.2	748.333
53.22	708.333
53.24	705
53.26	713.333
53.28	753.333
53.3	751.667
53.32	776.667
53.34	735
53.36	771.667
53.38	755
53.4	745
53.42	720
53.44	711.667
53.46	720
53.48	723.333
53.5	798.333
53.52	801.667
53.54	781.667
53.56	735
53.58	700
53.6	748.333
53.62	775
53.64	765
53.66	716.667
53.68	776.667
53.7	776.667
53.72	753.333
53.74	805
53.76	760
53.78	815
53.8	783.333
53.82	758.333
53.84	753.333
53.86	768.333
53.88	743.333
53.9	745
53.92	755
53.94	735
53.96	735
53.98	788.333
54	763.333
54.02	753.333
54.04	733.333
54.06	750
54.08	773.333
54.1	746.667
54.12	741.667
54.14	750
54.16	760
54.18	725
54.2	721.667
54.22	761.667
54.24	808.333
54.26	746.667
54.28	758.333
54.3	740
54.32	760
54.34	783.333
54.36	793.333
54.38	795
54.4	745
54.42	785
54.44	793.333
54.46	748.333
54.48	731.667
54.5	773.333
54.52	755
54.54	773.333
54.56	826.667
54.58	783.333
54.6	785
54.62	763.333
54.64	798.333
54.66	808.333
54.68	838.333
54.7	891.667
54.72	836.667
54.74	820
54.76	826.667
54.78	816.667
54.8	820
54.82	798.333
54.84	910
54.86	838.333
54.88	801.667
54.9	860
54.92	790
54.94	806.667
54.96	828.333
54.98	823.333
55	806.667
55.02	790
55.04	831.667
55.06	791.667
55.08	798.333
55.1	786.667
55.12	798.333
55.14	828.333
55.16	860
55.18	841.667
55.2	768.333
55.22	805
55.24	825
55.26	785
55.28	813.333
55.3	796.667
55.32	738.333
55.34	823.333
55.36	765
55.38	761.667
55.4	798.333
55.42	810
55.44	783.333
55.46	890
55.48	855
55.5	896.667
55.52	886.667
55.54	890
55.56	861.667
55.58	840
55.6	935
55.62	918.333
55.64	936.667
55.66	950
55.68	960
55.7	990
55.72	1095
55.74	971.667
55.76	956.667
55.78	970
55.8	1008.33
55.82	981.667
55.84	998.333
55.86	981.667
55.88	1028.33
55.9	1015
55.92	960
55.94	996.667
55.96	975
55.98	883.333
56	895
56.02	923.333
56.04	990
56.06	1010
56.08	936.667
56.1	983.333
56.12	1023.33
56.14	1000
56.16	1026.67
56.18	975
56.2	993.333
56.22	1008.33
56.24	995
56.26	996.667
56.28	1033.33
56.3	1000
56.32	983.333
56.34	1043.33
56.36	1056.67
56.38	1015
56.4	1023.33
56.42	1021.67
56.44	973.333
56.46	993.333
56.48	960
56.5	928.333
56.52	863.333
56.54	906.667
56.56	900
56.58	906.667
56.6	918.333
56.62	848.333
56.64	913.333
56.66	856.667
56.68	866.667
56.7	853.333
56.72	843.333
56.74	815
56.76	780
56.78	855
56.8	856.667
56.82	860
56.84	806.667
56.86	815
56.88	821.667
56.9	825
56.92	823.333
56.94	885
56.96	776.667
56.98	833.333
57	823.333
57.02	903.333
57.04	873.333
57.06	781.667
57.08	821.667
57.1	751.667
57.12	803.333
57.14	755
57.16	726.667
57.18	825
57.2	768.333
57.22	756.667
57.24	745
57.26	768.333
57.28	815
57.3	765
57.32	760
57.34	761.667
57.36	785
57.38	826.667
57.4	705
57.42	761.667
57.44	713.333
57.46	770
57.48	795
57.5	731.667
57.52	770
57.54	726.667
57.56	698.333
57.58	848.333
57.6	733.333
57.62	708.333
57.64	676.667
57.66	771.667
57.68	746.667
57.7	678.333
57.72	690
57.74	753.333
57.76	710
57.78	723.333
57.8	713.333
57.82	785
57.84	820
57.86	735
57.88	766.667
57.9	766.667
57.92	793.333
57.94	771.667
57.96	736.667
57.98	723.333
58	765
58.02	800
58.04	698.333
58.06	788.333
58.08	746.667
58.1	773.333
58.12	735
58.14	835
58.16	720
58.18	791.667
58.2	775
58.22	731.667
58.24	673.333
58.26	786.667
58.28	700
58.3	673.333
58.32	731.667
58.34	780
58.36	783.333
58.38	741.667
58.4	751.667
58.42	771.667
58.44	745
58.46	756.667
58.48	776.667
58.5	766.667
58.52	703.333
58.54	740
58.56	733.333
58.58	710
58.6	756.667
58.62	726.667
58.64	765
58.66	795
58.68	726.667
58.7	818.333
58.72	728.333
58.74	820
58.76	805
58.78	798.333
58.8	753.333
58.82	751.667
58.84	720
58.86	703.333
58.88	763.333
58.9	796.667
58.92	823.333
58.94	766.667
58.96	773.333
58.98	855
59	788.333
59.02	805
59.04	851.667
59.06	853.333
59.08	811.667
59.1	836.667
59.12	823.333
59.14	841.667
59.16	793.333
59.18	873.333
59.2	805
59.22	788.333
59.24	805
59.26	780
59.28	841.667
59.3	738.333
59.32	763.333
59.34	836.667
59.36	720
59.38	778.333
59.4	783.333
59.42	755
59.44	753.333
59.46	721.667
59.48	745
59.5	791.667
59.52	785
59.54	785
59.56	738.333
59.58	696.667
59.6	675
59.62	731.667
59.64	783.333
59.66	748.333
59.68	718.333
59.7	701.667
59.72	728.333
59.74	810
59.76	733.333
59.78	740
59.8	776.667
59.82	786.667
59.84	746.667
59.86	723.333
59.88	740
59.9	758.333
59.92	711.667
59.94	745
59.96	708.333
59.98	696.667
60	716.667
60.02	728.333
60.04	741.667
60.06	730
60.08	750
60.1	715
60.12	711.667
60.14	726.667
60.16	718.333
60.18	691.667
60.2	746.667
60.22	711.667
60.24	711.667
60.26	718.333
60.28	711.667
60.3	708.333
60.32	705
60.34	698.333
60.36	725
60.38	748.333
60.4	743.333
60.42	726.667
60.44	738.333
60.46	720
60.48	721.667
60.5	730
60.52	741.667
60.54	730
60.56	698.333
60.58	716.667
60.6	713.333
60.62	703.333
60.64	758.333
60.66	796.667
60.68	746.667
60.7	791.667
60.72	781.667
60.74	726.667
60.76	751.667
60.78	753.333
60.8	806.667
60.82	828.333
60.84	785
60.86	806.667
60.88	758.333
60.9	815
60.92	840
60.94	781.667
60.96	781.667
60.98	828.333
61	811.667
61.02	796.667
61.04	825
61.06	836.667
61.08	790
61.1	781.667
61.12	781.667
61.14	786.667
61.16	788.333
61.18	771.667
61.2	811.667
61.22	775
61.24	826.667
61.26	806.667
61.28	771.667
61.3	766.667
61.32	815
61.34	721.667
61.36	686.667
61.38	740
61.4	775
61.42	748.333
61.44	723.333
61.46	726.667
61.48	751.667
61.5	790
61.52	796.667
61.54	806.667
61.56	771.667
61.58	766.667
61.6	800
61.62	795
61.64	746.667
61.66	725
61.68	741.667
61.7	776.667
61.72	766.667
61.74	736.667
61.76	761.667
61.78	781.667
61.8	785
61.82	738.333
61.84	736.667
61.86	761.667
61.88	766.667
61.9	741.667
61.92	771.667
61.94	761.667
61.96	735
61.98	741.667
62	735
62.02	718.333
62.04	708.333
62.06	798.333
62.08	811.667
62.1	738.333
62.12	728.333
62.14	741.667
62.16	735
62.18	763.333
62.2	801.667
62.22	761.667
62.24	721.667
62.26	771.667
62.28	770
62.3	736.667
62.32	768.333
62.34	781.667
62.36	751.667
62.38	783.333
62.4	736.667
62.42	733.333
62.44	761.667
62.46	766.667
62.48	748.333
62.5	745
62.52	753.333
62.54	765
62.56	808.333
62.58	770
62.6	778.333
62.62	801.667
62.64	813.333
62.66	800
62.68	781.667
62.7	816.667
62.72	815
62.74	736.667
62.76	728.333
62.78	768.333
62.8	775
62.82	760
62.84	771.667
62.86	760
62.88	766.667
62.9	790
62.92	798.333
62.94	780
62.96	746.667
62.98	755
63	750
63.02	731.667
63.04	730
63.06	766.667
63.08	795
63.1	776.667
63.12	758.333
63.14	740
63.16	760
63.18	761.667
63.2	746.667
63.22	760
63.24	766.667
63.26	765
63.28	746.667
63.3	763.333
63.32	760
63.34	760
63.36	780
63.38	736.667
63.4	693.333
63.42	728.333
63.44	760
63.46	736.667
63.48	713.333
63.5	716.667
63.52	736.667
63.54	713.333
63.56	728.333
63.58	745
63.6	723.333
63.62	701.667
63.64	716.667
63.66	765
63.68	790
63.7	771.667
63.72	763.333
63.74	733.333
63.76	720
63.78	763.333
63.8	726.667
63.82	703.333
63.84	748.333
63.86	763.333
63.88	766.667
63.9	755
63.92	718.333
63.94	710
63.96	725
63.98	758.333
64	795
64.02	743.333
64.04	743.333
64.06	775
64.08	723.333
64.1	718.333
64.12	760
64.14	746.667
64.16	736.667
64.18	771.667
64.2	753.333
64.22	725
64.24	715
64.26	711.667
64.28	740
64.3	736.667
64.32	726.667
64.34	736.667
64.36	695
64.38	691.667
64.4	745
64.42	728.333
64.44	710
64.46	771.667
64.48	795
64.5	756.667
64.52	761.667
64.54	736.667
64.56	705
64.58	701.667
64.6	663.333
64.62	695
64.64	741.667
64.66	738.333
64.68	725
64.7	740
64.72	781.667
64.74	756.667
64.76	728.333
64.78	760
64.8	771.667
64.82	755
64.84	781.667
64.86	785
64.88	735
64.9	725
64.92	758.333
64.94	758.333
64.96	743.333
64.98	758.333
65	775
65.02	753.333
65.04	756.667
65.06	776.667
65.08	803.333
65.1	783.333
65.12	763.333
65.14	796.667
65.16	800
65.18	751.667
65.2	766.667
65.22	765
65.24	778.333
65.26	785
65.28	780
65.3	780
65.32	758.333
65.34	795
65.36	855
65.38	843.333
65.4	788.333
65.42	818.333
65.44	801.667
65.46	818.333
65.48	828.333
65.5	785
65.52	790
65.54	786.667
65.56	810
65.58	821.667
65.6	836.667
65.62	860
65.64	828.333
65.66	788.333
65.68	835
65.7	826.667
65.72	783.333
65.74	785
65.76	823.333
65.78	848.333
65.8	826.667
65.82	810
65.84	823.333
65.86	841.667
65.88	793.333
65.9	818.333
65.92	825
65.94	771.667
65.96	765
65.98	768.333
66	753.333
66.02	755
66.04	748.333
66.06	771.667
66.08	808.333
66.1	810
66.12	781.667
66.14	775
66.16	748.333
66.18	746.667
66.2	740
66.22	760
66.24	786.667
66.26	795
66.28	743.333
66.3	748.333
66.32	745
66.34	701.667
66.36	735
66.38	768.333
66.4	755
66.42	721.667
66.44	741.667
66.46	745
66.48	720
66.5	693.333
66.52	680
66.54	685
66.56	728.333
66.58	740
66.6	731.667
66.62	745
66.64	750
66.66	711.667
66.68	731.667
66.7	730
66.72	741.667
66.74	723.333
66.76	713.333
66.78	751.667
66.8	733.333
66.82	725
66.84	743.333
66.86	751.667
66.88	726.667
66.9	678.333
66.92	716.667
66.94	745
66.96	730
66.98	705
67	743.333
67.02	698.333
67.04	673.333
67.06	740
67.08	725
67.1	730
67.12	775
67.14	750
67.16	713.333
67.18	691.667
67.2	746.667
67.22	788.333
67.24	721.667
67.26	718.333
67.28	738.333
67.3	741.667
67.32	788.333
67.34	698.333
67.36	700
67.38	703.333
67.4	716.667
67.42	745
67.44	685
67.46	683.333
67.48	708.333
67.5	703.333
67.52	701.667
67.54	736.667
67.56	721.667
67.58	733.333
67.6	736.667
67.62	686.667
67.64	698.333
67.66	686.667
67.68	733.333
67.7	668.333
67.72	680
67.74	701.667
67.76	751.667
67.78	716.667
67.8	683.333
67.82	708.333
67.84	743.333
67.86	780
67.88	796.667
67.9	750
67.92	733.333
67.94	758.333
67.96	751.667
67.98	730
68	755
68.02	790
68.04	786.667
68.06	798.333
68.08	813.333
68.1	766.667
68.12	801.667
68.14	855
68.16	870
68.18	861.667
68.2	853.333
68.22	831.667
68.24	810
68.26	770
68.28	803.333
68.3	838.333
68.32	863.333
68.34	840
68.36	793.333
68.38	795
68.4	821.667
68.42	733.333
68.44	755
68.46	781.667
68.48	773.333
68.5	795
68.52	795
68.54	781.667
68.56	793.333
68.58	801.667
68.6	788.333
68.62	758.333
68.64	768.333
68.66	796.667
68.68	728.333
68.7	758.333
68.72	735
68.74	746.667
68.76	726.667
68.78	760
68.8	771.667
68.82	741.667
68.84	728.333
68.86	785
68.88	761.667
68.9	751.667
68.92	741.667
68.94	716.667
68.96	736.667
68.98	765
69	776.667
69.02	725
69.04	728.333
69.06	731.667
69.08	748.333
69.1	688.333
69.12	721.667
69.14	748.333
69.16	755
69.18	713.333
69.2	721.667
69.22	786.667
69.24	703.333
69.26	696.667
69.28	715
69.3	746.667
69.32	775
69.34	728.333
69.36	773.333
69.38	763.333
69.4	770
69.42	741.667
69.44	718.333
69.46	771.667
69.48	800
69.5	786.667
69.52	773.333
69.54	806.667
69.56	795
69.58	823.333
69.6	806.667
69.62	786.667
69.64	798.333
69.66	793.333
69.68	808.333
69.7	828.333
69.72	881.667
69.74	813.333
69.76	835
69.78	825
69.8	808.333
69.82	790
69.84	768.333
69.86	805
69.88	800
69.9	805
69.92	731.667
69.94	760
69.96	770
69.98	798.333
70	775
70.02	788.333
70.04	821.667
70.06	811.667
70.08	736.667
70.1	718.333
70.12	758.333
70.14	746.667
70.16	773.333
70.18	788.333
70.2	753.333
70.22	746.667
70.24	721.667
70.26	783.333
70.28	768.333
70.3	713.333
70.32	730
70.34	801.667
70.36	826.667
70.38	826.667
70.4	746.667
70.42	756.667
70.44	775
70.46	801.667
70.48	745
70.5	810
70.52	791.667
70.54	740
70.56	753.333
70.58	766.667
70.6	715
70.62	753.333
70.64	761.667
70.66	746.667
70.68	766.667
70.7	760
70.72	810
70.74	726.667
70.76	795
70.78	858.333
70.8	800
70.82	768.333
70.84	788.333
70.86	770
70.88	720
70.9	771.667
70.92	773.333
70.94	768.333
70.96	771.667
70.98	753.333
71	783.333
71.02	793.333
71.04	800
71.06	825
71.08	783.333
71.1	783.333
71.12	758.333
71.14	778.333
71.16	738.333
71.18	743.333
71.2	758.333
71.22	716.667
71.24	780
71.26	801.667
71.28	765
71.3	725
71.32	738.333
71.34	743.333
71.36	773.333
71.38	725
71.4	695
71.42	745
71.44	720
71.46	701.667
71.48	718.333
71.5	716.667
71.52	688.333
71.54	703.333
71.56	705
71.58	720
71.6	760
71.62	736.667
71.64	691.667
71.66	686.667
71.68	706.667
71.7	676.667
71.72	671.667
71.74	716.667
71.76	716.667
71.78	705
71.8	700
71.82	715
71.84	710
71.86	751.667
71.88	745
71.9	673.333
71.92	696.667
71.94	730
71.96	765
71.98	728.333
72	721.667
72.02	698.333
72.04	703.333
72.06	681.667
72.08	681.667
72.1	701.667
72.12	700
72.14	701.667
72.16	753.333
72.18	688.333
72.2	715
72.22	735
72.24	700
72.26	710
72.28	695
72.3	725
72.32	691.667
72.34	671.667
72.36	713.333
72.38	710
72.4	718.333
72.42	735
72.44	678.333
72.46	720
72.48	705
72.5	695
72.52	625
72.54	663.333
72.56	725
72.58	761.667
72.6	710
72.62	726.667
72.64	666.667
72.66	656.667
72.68	725
72.7	735
72.72	698.333
72.74	735
72.76	728.333
72.78	691.667
72.8	716.667
72.82	705
72.84	740
72.86	696.667
72.88	701.667
72.9	700
72.92	728.333
72.94	765
72.96	720
72.98	706.667
73	738.333
73.02	750
73.04	753.333
73.06	741.667
73.08	740
73.1	730
73.12	720
73.14	738.333
73.16	781.667
73.18	755
73.2	738.333
73.22	733.333
73.24	720
73.26	731.667
73.28	718.333
73.3	716.667
73.32	740
73.34	743.333
73.36	706.667
73.38	705
73.4	730
73.42	710
73.44	710
73.46	733.333
73.48	685
73.5	678.333
73.52	711.667
73.54	733.333
73.56	726.667
73.58	738.333
73.6	691.667
73.62	703.333
73.64	710
73.66	653.333
73.68	730
73.7	773.333
73.72	753.333
73.74	736.667
73.76	706.667
73.78	668.333
73.8	695
73.82	725
73.84	746.667
73.86	770
73.88	711.667
73.9	710
73.92	730
73.94	738.333
73.96	738.333
73.98	703.333
74	718.333
74.02	726.667
74.04	705
74.06	726.667
74.08	750
74.1	711.667
74.12	711.667
74.14	740
74.16	763.333
74.18	698.333
74.2	701.667
74.22	738.333
74.24	718.333
74.26	696.667
74.28	668.333
74.3	716.667
74.32	745
74.34	745
74.36	725
74.38	725
74.4	731.667
74.42	733.333
74.44	753.333
74.46	723.333
74.48	738.333
74.5	748.333
74.52	716.667
74.54	761.667
74.56	753.333
74.58	720
74.6	740
74.62	700
74.64	705
74.66	758.333
74.68	795
74.7	786.667
74.72	751.667
74.74	751.667
74.76	733.333
74.78	758.333
74.8	778.333
74.82	785
74.84	781.667
74.86	756.667
74.88	723.333
74.9	755
74.92	765
74.94	753.333
74.96	726.667
74.98	725
75	730
75.02	746.667
75.04	740
75.06	776.667
75.08	795
75.1	755
75.12	735
75.14	713.333
75.16	745
75.18	733.333
75.2	756.667
75.22	793.333
75.24	785
75.26	775
75.28	730
75.3	731.667
75.32	695
75.34	698.333
75.36	728.333
75.38	753.333
75.4	756.667
75.42	715
75.44	698.333
75.46	715
75.48	735
75.5	733.333
75.52	750
75.54	706.667
75.56	725
75.58	745
75.6	746.667
75.62	733.333
75.64	721.667
75.66	745
75.68	745
75.7	716.667
75.72	713.333
75.74	755
75.76	770
75.78	726.667
75.8	691.667
75.82	708.333
75.84	728.333
75.86	673.333
75.88	691.667
75.9	720
75.92	726.667
75.94	720
75.96	738.333
75.98	738.333
76	698.333
76.02	700
76.04	716.667
76.06	733.333
76.08	760
76.1	718.333
76.12	738.333
76.14	751.667
76.16	746.667
76.18	731.667
76.2	713.333
76.22	740
76.24	728.333
76.26	716.667
76.28	680
76.3	690
76.32	728.333
76.34	716.667
76.36	746.667
76.38	733.333
76.4	723.333
76.42	756.667
76.44	741.667
76.46	713.333
76.48	716.667
76.5	753.333
76.52	776.667
76.54	766.667
76.56	768.333
76.58	731.667
76.6	706.667
76.62	690
76.64	686.667
76.66	695
76.68	688.333
76.7	710
76.72	756.667
76.74	755
76.76	716.667
76.78	693.333
76.8	695
76.82	753.333
76.84	748.333
76.86	681.667
76.88	691.667
76.9	783.333
76.92	811.667
76.94	783.333
76.96	766.667
76.98	743.333
77	736.667
77.02	771.667
77.04	773.333
77.06	751.667
77.08	775
77.1	753.333
77.12	730
77.14	726.667
77.16	743.333
77.18	783.333
77.2	801.667
77.22	763.333
77.24	743.333
77.26	716.667
77.28	726.667
77.3	746.667
77.32	716.667
77.34	710
77.36	733.333
77.38	745
77.4	741.667
77.42	781.667
77.44	793.333
77.46	736.667
77.48	678.333
77.5	733.333
77.52	786.667
77.54	698.333
77.56	683.333
77.58	710
77.6	710
77.62	703.333
77.64	710
77.66	753.333
77.68	751.667
77.7	753.333
77.72	741.667
77.74	731.667
77.76	735
77.78	735
77.8	746.667
77.82	753.333
77.84	751.667
77.86	745
77.88	731.667
77.9	751.667
77.92	765
77.94	750
77.96	723.333
77.98	740
78	721.667
78.02	730
78.04	703.333
78.06	686.667
78.08	700
78.1	736.667
78.12	746.667
78.14	741.667
78.16	738.333
78.18	728.333
78.2	726.667
78.22	723.333
78.24	733.333
78.26	726.667
78.28	753.333
78.3	790
78.32	760
78.34	730
78.36	713.333
78.38	736.667
78.4	708.333
78.42	680
78.44	720
78.46	731.667
78.48	743.333
78.5	771.667
78.52	745
78.54	718.333
78.56	746.667
78.58	731.667
78.6	726.667
78.62	746.667
78.64	710
78.66	703.333
78.68	706.667
78.7	713.333
78.72	735
78.74	736.667
78.76	746.667
78.78	710
78.8	730
78.82	775
78.84	765
78.86	780
78.88	808.333
78.9	793.333
78.92	735
78.94	703.333
78.96	736.667
78.98	758.333
79	745
79.02	730
79.04	790
79.06	793.333
79.08	753.333
79.1	735
79.12	736.667
79.14	695
79.16	733.333
79.18	746.667
79.2	713.333
79.22	723.333
79.24	765
79.26	800
79.28	775
79.3	743.333
79.32	756.667
79.34	740
79.36	733.333
79.38	756.667
79.4	726.667
79.42	711.667
79.44	755
79.46	746.667
79.48	740
79.5	715
79.52	716.667
79.54	703.333
79.56	713.333
79.58	743.333
79.6	755
79.62	755
79.64	706.667
79.66	718.333
79.68	715
79.7	740
79.72	761.667
79.74	733.333
79.76	730
79.78	725
79.8	711.667
79.82	728.333
79.84	753.333
79.86	751.667
79.88	726.667
79.9	730
79.92	761.667
79.94	730
79.96	723.333
79.98	741.667
80	695
80.02	705
80.04	681.667
80.06	711.667
80.08	723.333
80.1	720
80.12	705
80.14	680
80.16	661.667
80.18	663.333
80.2	700
80.22	691.667
80.24	695
80.26	680
80.28	655
80.3	671.667
80.32	723.333
80.34	730
80.36	705
80.38	711.667
80.4	718.333
80.42	691.667
80.44	665
80.46	683.333
80.48	706.667
80.5	683.333
80.52	638.333
80.54	683.333
80.56	748.333
80.58	700
80.6	671.667
80.62	688.333
80.64	678.333
80.66	638.333
80.68	693.333
80.7	715
80.72	685
80.74	690
80.76	706.667
80.78	678.333
80.8	705
80.82	703.333
80.84	671.667
80.86	703.333
80.88	723.333
80.9	685
80.92	680
80.94	686.667
80.96	721.667
80.98	705
81	708.333
81.02	696.667
81.04	693.333
81.06	698.333
81.08	725
81.1	713.333
81.12	680
81.14	681.667
81.16	716.667
81.18	748.333
81.2	746.667
81.22	745
81.24	711.667
81.26	711.667
81.28	720
81.3	708.333
81.32	678.333
81.34	681.667
81.36	715
81.38	691.667
81.4	705
81.42	708.333
81.44	690
81.46	695
81.48	708.333
81.5	723.333
81.52	691.667
81.54	715
81.56	706.667
81.58	715
81.6	713.333
81.62	718.333
81.64	715
81.66	698.333
81.68	735
81.7	715
81.72	700
81.74	706.667
81.76	741.667
81.78	706.667
81.8	715
81.82	708.333
81.84	710
81.86	696.667
81.88	686.667
81.9	720
81.92	721.667
81.94	696.667
81.96	720
81.98	716.667
82	683.333
82.02	635
82.04	678.333
82.06	723.333
82.08	703.333
82.1	695
82.12	720
82.14	721.667
82.16	691.667
82.18	678.333
82.2	703.333
82.22	701.667
82.24	685
82.26	728.333
82.28	770
82.3	730
82.32	700
82.34	745
82.36	728.333
82.38	726.667
82.4	745
82.42	698.333
82.44	715
82.46	751.667
82.48	713.333
82.5	671.667
82.52	710
82.54	728.333
82.56	700
82.58	695
82.6	726.667
82.62	735
82.64	715
82.66	700
82.68	678.333
82.7	698.333
82.72	720
82.74	736.667
82.76	745
82.78	736.667
82.8	733.333
82.82	700
82.84	733.333
82.86	726.667
82.88	680
82.9	681.667
82.92	723.333
82.94	713.333
82.96	698.333
82.98	721.667
83	776.667
83.02	756.667
83.04	730
83.06	703.333
83.08	730
83.1	706.667
83.12	691.667
83.14	698.333
83.16	683.333
83.18	693.333
83.2	698.333
83.22	690
83.24	743.333
83.26	708.333
83.28	678.333
83.3	713.333
83.32	741.667
83.34	725
83.36	695
83.38	690
83.4	703.333
83.42	711.667
83.44	695
83.46	673.333
83.48	651.667
83.5	673.333
83.52	685
83.54	690
83.56	736.667
83.58	713.333
83.6	698.333
83.62	696.667
83.64	725
83.66	733.333
83.68	733.333
83.7	735
83.72	721.667
83.74	758.333
83.76	776.667
83.78	756.667
83.8	698.333
83.82	686.667
83.84	706.667
83.86	728.333
83.88	758.333
83.9	730
83.92	733.333
83.94	760
83.96	685
83.98	671.667
84	725
84.02	700
84.04	696.667
84.06	670
84.08	686.667
84.1	721.667
84.12	693.333
84.14	678.333
84.16	681.667
